Province,Year,Number of projects,Total registered capital (Mill. USD),Income,Poverty Rate,Number of Enterprises,Employment Rate,Trained Labour Rate,Governance Score,Quintile 1,Quintile 2,Quintile 3,Quintile 4,Quintile 5,Ratio,Index of Industrial Output,RuralPop,UrbanPop,UrbanPercent,RuralPercent
Hà Nội,2011,2253,23596000000,2013000,4.3,72455,52.1,30.6,36.41,542,981,1470,2239,4834,8.918819188,105.1,3867900,2857800,0.424907445,0.575092555
Hà Nội,2013,2702,22404000000,2945000,2.9,86014,52.9,36.2,37.16,804,1560,2271,3255,6829,8.493781095,104.5,4150500,2826500,0.405116812,0.594883188
Hà Nội,2014,3051,23824700000,4112000,2.3,91428,52,38.4,35.8,1223,2049,2868,4052,10380,8.487326247,104.2,3939900,3156000,0.444763878,0.555236122
Hà Nội,2015,3467,25490900000,4113000,1.8,103659,52,43.8,34.1,1224,2048,2864,4046,10368,8.470588235,108.3,3783100,3650500,0.491081038,0.508918963
Hà Nội,2016,3960,25748800000,5057000,1.4,110169,51.2,42.7,33.81,1510,2622,3576,4798,12791,8.470860927,107.3,3857700,3733000,0.491786001,0.508213999
Hà Nội,2017,4500,27638000000,4875000,1.3,133981,50.7,44.2,34.63,1390,2622,3576,4857,11941,8.590647482,107,3932200,3810000,0.492108186,0.507891814
Hà Nội,2018,5110,33134700000,6054000,0.9,143119,50.4,42,35.42,1558,3528,4680,6301,14225,9.13029525,106.9,4009600,3904800,0.493379157,0.506620843
Hà Nội,2019,5970,34343700000,6403000,0.7,155940,50,48.1,34.96,1529,3637,5600,7253,14008,9.161543492,108.5,4093600,4000300,0.4942364,0.5057636
Hà Nội,2020,6382,36236700000,6205000,0.5,165875,49,48.5,35.75,2084,3829,5145,7087,12913,6.196257198,104.7,4185500,4061100,0.492457498,0.507542502
Hà Nội,2021,6700,37582100000,6002000,0.4,178493,46.1,50.3,37.68,1998,3381,4544,7471,12631,6.321821822,104.8,4235500,4095400,0.491591545,0.508408455
Vĩnh Phúc,2011,143,2273600000,1232000,8.8,2339,59,15.1,35.78,419,684,995,1395,2659,6.346062053,117.4,778600,232800,0.230175994,0.769824006
Vĩnh Phúc,2013,166,2774200000,1867000,6,2682,59,20.5,37.76,629,1092,1526,2018,4060,6.454689984,114,785600,243800,0.236836992,0.763163008
Vĩnh Phúc,2014,210,3181700000,2377000,4.9,2762,60,20.7,37.55,796,1393,1904,2679,5140,6.457286432,97.1,799000,242900,0.233131779,0.766868222
Vĩnh Phúc,2015,268,3781500000,2378000,3.7,2895,57.2,22.3,35.57,794,1391,1902,2672,5122,6.450881612,101.6,836100,254200,0.23314684,0.76685316
Vĩnh Phúc,2016,266,3874700000,2847000,5.1,3731,58.2,19.7,35.42,962,1730,2318,3067,6280,6.528066528,105.8,848300,257900,0.233140481,0.766859519
Vĩnh Phúc,2017,312,4038100000,2860000,4.5,5674,54.8,22.1,35.89,957,1730,2318,3067,6280,6.562173459,107.5,861400,261700,0.23301576,0.76698424
Vĩnh Phúc,2018,365,4527100000,3698000,3.4,6398,54.6,22.4,37.62,1096,2316,3092,4079,7939,7.243613139,114.5,853200,285200,0.250527056,0.749472945
Vĩnh Phúc,2019,417,5078900000,4086000,2.9,7069,55.2,24.9,37,1186,2740,3453,4455,8637,7.282462057,111.1,859600,295200,0.25562868,0.74437132
Vĩnh Phúc,2020,451,5271800000,4290000,2.5,7758,53.1,28.6,37.77,2009,3063,3608,4542,8277,4.119960179,99.4,820300,351000,0.299667037,0.700332963
Vĩnh Phúc,2021,477,6518200000,4511000,2.3,8322,47.8,34.7,31.73,1865,3012,3839,4949,8916,4.780697051,111.4,833500,358300,0.300637691,0.699362309
Bắc Ninh,2011,251,2957000000,1646000,5.9,3354,55.1,18.9,35.14,534,918,1231,1637,3899,7.301498127,105.8,784400,276000,0.26027914,0.73972086
Bắc Ninh,2013,416,5890900000,2502000,3.6,3915,56.7,20.4,36.93,805,1424,1901,2526,5831,7.243478261,149.2,818800,289300,0.26107752,0.73892248
Bắc Ninh,2014,566,7668600000,3748000,2.6,4303,57.1,21.1,35.25,1259,2053,2731,3617,9120,7.243844321,87.5,819800,311400,0.275282885,0.724717115
Bắc Ninh,2015,721,11328300000,3512000,2.1,4492,57.7,21.4,39.04,1255,2045,2710,3375,8160,6.501992032,112,882400,336100,0.27583094,0.72416906
Bắc Ninh,2016,936,12572500000,4346000,1.9,5318,55.6,23.4,38.03,1553,2530,3282,4314,10092,6.498390212,105.1,912400,345500,0.274664123,0.725335877
Bắc Ninh,2017,1138,16178400000,4308000,1.4,8622,55.7,22.4,39.2,1505,2530,3282,4349,9916,6.588704319,135.5,942500,355300,0.273770997,0.726229003
Bắc Ninh,2018,1304,17289000000,5445000,1.1,9915,55.2,28,37.65,1802,3263,4214,5653,12489,6.93063263,107.4,971700,365600,0.273386675,0.726613325
Bắc Ninh,2019,1518,18962200000,5714000,0.8,11349,55.1,28,36.28,1768,3448,4911,6192,12284,6.947963801,88.6,997700,380900,0.276294792,0.723705208
Bắc Ninh,2020,1635,19812700000,5439000,0.7,12769,53.5,27.8,38.69,2424,3659,4674,6117,10366,4.27640264,103.9,972600,446600,0.314684329,0.685315671
Bắc Ninh,2021,1717,22485200000,4917000,0.6,13944,51,33.5,0,1925,3222,4296,5573,9595,4.984415584,109.3,926800,536100,0.366463873,0.633536127
Quảng Ninh,2011,95,3794000000,1787000,6.5,3451,57,28.3,34.91,471,975,1522,2152,3812,8.093418259,80.1,558600,608400,0.521336761,0.478663239
Quảng Ninh,2013,104,4590600000,2557000,4.3,3827,59.4,32.5,33.89,689,1383,2171,3039,5483,7.957910015,102.3,456200,731200,0.615799225,0.384200775
Quảng Ninh,2014,113,5237300000,3052000,4.1,3794,57.5,36.1,34.85,820,1879,2610,3455,6516,7.946341463,104.7,465100,734300,0.612222778,0.387777222
Quảng Ninh,2015,111,5380700000,3053000,4,4413,55.4,31.1,35.41,816,1873,2606,3450,6507,7.974264706,105.2,508100,733500,0.590769974,0.409230026
Quảng Ninh,2016,123,5976400000,3791000,4.3,5761,54.8,34.2,32.98,1130,2120,2933,3809,9015,7.977876106,100.1,499800,761500,0.603742171,0.396257829
Quảng Ninh,2017,119,5864100000,3747000,3.8,7828,54.9,32.9,36.72,1088,2120,2933,3819,8826,8.112132353,103.1,492300,792900,0.616946779,0.383053221
Quảng Ninh,2018,121,6231300000,4777000,2.5,8455,54.6,35.6,26.34,1350,2767,3569,4521,11704,8.66962963,108.7,481800,822100,0.630493136,0.369506864
Quảng Ninh,2019,129,6317000000,5198000,2.2,8907,54.1,37.7,39.31,1298,3173,4528,5711,11325,8.724961479,113.5,471200,853700,0.644350517,0.355649483
Quảng Ninh,2020,143,6787700000,4539000,2.1,9231,50.4,38.7,40.71,1514,2992,4253,5385,8587,5.671730515,108.9,475700,861900,0.644363038,0.355636962
Quảng Ninh,2021,152,7950000000,3992000,1.8,9468,48.4,41.4,0,1695,2806,3573,4621,7286,4.298525074,113.5,434200,916700,0.678584647,0.321415353
Hải Dương,2011,253,5286100000,1306000,9.4,3747,61.7,13.4,36.9,441,811,1125,1512,2634,5.972789116,103.6,1346100,377400,0.21897302,0.78102698
Hải Dương,2013,288,5966300000,2047000,6.2,3959,60.8,13.4,39.02,701,1261,1747,2310,4207,6.001426534,108.1,1363700,388100,0.221543555,0.778456445
Hải Dương,2014,327,6539300000,2755000,4.7,4103,58.3,15,36.21,994,1688,2221,2923,5970,6.006036217,114.6,1355800,407400,0.231057169,0.768942831
Hải Dương,2015,376,7385200000,2755000,3.5,4612,57.8,19,37.42,992,1681,2216,2919,5959,6.007056452,110.6,1403000,409800,0.226059135,0.773940865
Hải Dương,2016,383,7449200000,3153000,3.6,5501,56.8,19.1,38.03,1109,1955,2614,3441,6667,6.011722272,108.8,1406200,426600,0.232758621,0.767241379
Hải Dương,2017,385,7847100000,3169000,3.1,7427,56.7,20.8,38.73,1105,1955,2614,3441,6751,6.109502262,109.6,1407000,443600,0.239706041,0.760293959
Hải Dương,2018,405,7758300000,3693000,2.3,8208,55.5,17.5,36.54,1172,2408,3085,3926,7893,6.734641638,110,1414300,463400,0.246791287,0.753208713
Hải Dương,2019,452,8178000000,4091000,2,8981,55.6,22.1,38.04,1302,2414,3527,4410,8822,6.775729647,110.2,1302700,594200,0.313247931,0.686752069
Hải Dương,2020,477,8804200000,4388000,1.8,9687,52.2,24.8,36.63,2059,3151,3873,4797,8082,3.925206411,102.4,1313500,603200,0.31470757,0.68529243
Hải Dương,2021,493,8886100000,4304000,1.7,10126,48,30.4,31.65,1695,2890,3642,4478,8839,5.214749263,112.6,1323600,613200,0.316604709,0.683395291
Hải Phòng,2011,338,6133200000,1694000,5.8,7548,55.4,23.6,34.2,510,865,1219,1806,4069,7.978431373,128.8,1008500,871300,0.463506756,0.536493244
Hải Phòng,2013,392,9978500000,2526000,4.5,8461,55.9,26.6,35.48,759,1508,1943,2545,5862,7.723320158,106.5,1027900,897300,0.466081446,0.533918554
Hải Phòng,2014,452,11281200000,3922000,3.8,8482,55.8,27.6,34.97,1323,2123,2646,3337,10208,7.71579743,112.9,1036900,909100,0.467163412,0.532836588
Hải Phòng,2015,513,11651300000,3923000,2.9,9789,56.3,32.1,34.15,1319,2118,2643,3331,10165,7.706595906,116.6,1067600,901900,0.457933486,0.542066514
Hải Phòng,2016,561,14464500000,4614000,2.1,12262,55.4,32.3,35.55,1537,2443,3189,4097,11852,7.711125569,116.9,1077200,908100,0.457411978,0.542588022
Hải Phòng,2017,606,15208800000,4375000,1.9,21598,54.8,33.8,35.81,1380,2443,3189,4120,10787,7.816666667,120,1087000,914400,0.456880184,0.543119816
Hải Phòng,2018,715,17672200000,5116000,1.4,21613,54.7,31.3,35.45,1415,3256,3999,5083,11849,8.37385159,125.3,1096200,920300,0.456384825,0.543615175
Hải Phòng,2019,779,18748600000,5576000,1.2,19918,53.6,31.6,34.15,1449,3389,4858,6064,12152,8.38647343,124.3,1106400,926900,0.455859932,0.544140068
Hải Phòng,2020,851,20314000000,5199000,0.9,20195,51.4,34.7,35.89,2404,3716,4640,5843,9432,3.923460899,114.6,1120900,932500,0.454124866,0.545875134
Hải Phòng,2021,897,23609100000,5093000,0.8,19806,48.8,36,32.62,2265,3518,4407,5679,9611,4.243267108,118.7,1129200,943200,0.455124493,0.544875507
Hưng Yên,2011,214,1785200000,1199000,9.4,2082,60.8,13.2,33.5,420,740,1006,1328,2490,5.928571429,117.9,995700,144200,0.126502325,0.873497675
Hưng Yên,2013,273,2301900000,1803000,6.3,2503,60.5,17.7,36.76,648,1163,1564,2048,3589,5.538580247,107.2,1001600,150000,0.13025356,0.86974644
Hưng Yên,2014,327,2837500000,2191000,4.7,2630,59.9,20,35.86,802,1410,1849,2471,4447,5.544887781,107.5,1006200,151800,0.131088083,0.868911917
Hưng Yên,2015,372,3443500000,2192000,3.5,3047,59.3,19,35.05,799,1406,1846,2462,4435,5.55068836,108.7,1055900,146100,0.121547421,0.878452579
Hưng Yên,2016,404,3597500000,2881000,4.2,3635,59,21.3,37.46,1104,1792,2346,3074,6129,5.551630435,108.5,1067600,147900,0.121678322,0.878321678
Hưng Yên,2017,396,4242400000,2895000,3.7,5820,57.5,19.9,35.86,1100,1792,2346,3074,6207,5.642727273,109.4,1079300,149500,0.121663412,0.878336589
Hưng Yên,2018,424,4448900000,3843000,2.8,6602,57.1,20.4,36.78,1408,2404,3039,3923,8489,6.029119318,110.7,1090900,151500,0.121941404,0.878058596
Hưng Yên,2019,470,4899400000,4183000,2.3,7173,56.8,25.3,35.7,1456,2398,3610,4642,8835,6.067994505,111.6,1048500,207300,0.165074056,0.834925944
Hưng Yên,2020,488,5277600000,4043000,1.9,7669,55.6,26.4,36.52,1712,2879,3604,4551,7488,4.373831776,107.2,1059400,209700,0.165235206,0.834764794
Hưng Yên,2021,515,6099500000,4192000,1.8,8324,52,26.7,33.32,1622,3001,3857,4912,7591,4.680024661,108.7,1071000,213600,0.16627744,0.83372256
Thái Bình,2011,32,254300000,1129000,9.3,2230,62.4,12.6,36.15,409,683,930,1239,2384,5.828850856,103.6,1607300,178600,0.100005599,0.899994401
Thái Bình,2013,34,272600000,1729000,6.9,2385,60.7,13.1,39.31,614,1072,1501,1969,3491,5.685667752,114.1,1609300,178800,0.099994407,0.900005593
Thái Bình,2014,41,339900000,2468000,5.6,2370,61.3,15,38.19,890,1524,1994,2661,5278,5.930337079,101.8,1609700,179000,0.100072679,0.899927322
Thái Bình,2015,61,472500000,2469000,4.6,2574,60.6,15.3,37.41,888,1522,1992,2658,5273,5.938063063,108.3,1643200,187200,0.102272727,0.897727273
Thái Bình,2016,69,511300000,2798000,4.7,3114,60.6,13.5,37.73,1001,1684,2606,3067,5948,5.942057942,112.3,1648500,189600,0.103149992,0.896850008
Thái Bình,2017,75,605700000,2812000,4,4480,60,15.5,38.31,995,1684,2306,3067,6024,6.054271357,116.5,1654100,192000,0.104003033,0.895996967
Thái Bình,2018,81,647200000,3547000,2.9,4838,59.9,18.4,37.86,1060,2401,3111,4081,7090,6.688679245,115.1,1659600,194500,0.104902648,0.895097352
Thái Bình,2019,87,706400000,3866000,2.4,4991,60.2,15.3,36.99,1240,2265,3327,4205,8321,6.710483871,115.9,1665200,197000,0.105788852,0.894211148
Thái Bình,2020,97,817000000,4209000,2.1,5152,57.4,17.9,37.14,1826,3129,3985,4850,7287,3.990690033,96,1650800,219500,0.117360851,0.882639149
Thái Bình,2021,104,1399100000,4334000,1.9,5481,50.3,19.3,33.11,2167,3425,4148,4904,7036,3.246885095,114,1654100,221600,0.11814256,0.88185744
Hà Nam,2011,42,407500000,1150000,10.5,1550,58.3,14.9,35.67,418,691,938,1243,2456,5.875598086,102.8,704500,82400,0.104714703,0.895285297
Hà Nam,2013,79,647300000,1754000,7.9,1896,59,16.1,37.16,587,1094,1551,2067,3449,5.875638842,110.9,673300,122700,0.154145729,0.845854271
Hà Nam,2014,112,944200000,2198000,6.6,1964,58.3,16.3,37.3,747,1335,1861,2551,4516,6.045515395,111.9,675800,123500,0.154510196,0.845489804
Hà Nam,2015,165,1438500000,2198000,5.5,2182,58.4,16.9,35.8,740,1327,1859,2543,4499,6.07972973,124.8,691200,133000,0.1613686,0.8386314
Hà Nam,2016,196,2118300000,2814000,4.9,2337,57.8,16.3,37.01,944,1740,2458,3226,7540,7.987288136,111.1,696600,135600,0.162941601,0.837058399
Hà Nam,2017,215,2437600000,2826000,4.1,3352,57.1,18.1,37.58,937,1740,2458,3226,5810,6.200640342,112.8,701600,138200,0.164562991,0.835437009
Hà Nam,2018,253,2801500000,3608000,2.8,3751,56.6,20.8,36.81,1131,2288,3065,3874,7746,6.848806366,113,706400,140800,0.166194523,0.833805477
Hà Nam,2019,310,3621500000,3928000,2.3,4105,56,20,38.5,1197,2529,3301,4420,8257,6.89807853,112.8,711200,143300,0.16770041,0.83229959
Hà Nam,2020,338,4183200000,4029000,2.1,4497,53.4,22.1,37.63,1338,2692,3528,4533,8084,6.041853513,105.5,622100,239700,0.278138779,0.721861221
Hà Nam,2021,358,4894400000,4372000,2,4800,49.4,27.6,31.72,1565,2932,3777,4947,8679,5.545686901,112.6,630300,244900,0.279821755,0.720178245
Nam Định,2011,38,209000000,1237000,8.6,2725,58.3,11.7,38.38,459,732,1019,1340,2635,5.740740741,109.2,1504000,329500,0.179710935,0.820289065
Nam Định,2013,43,267900000,1791000,6,2989,61.4,15.7,38.52,621,1066,1478,1986,3800,6.119162641,116.1,1506700,333300,0.181141304,0.818858696
Nam Định,2014,53,406300000,2815000,4.7,3070,61.8,11,38.88,1059,1687,2177,2690,6471,6.110481586,110.6,1509700,335900,0.182000434,0.817999567
Nam Định,2015,81,679000000,2816000,3.8,3334,58.4,13.3,38.12,1059,1686,2176,2689,6462,6.101983003,110.3,1479400,317500,0.176693194,0.823306806
Nam Định,2016,76,921500000,2998000,4.2,4115,61.2,14.4,37.76,1086,1832,2393,3071,6623,6.098526703,108.8,1475400,317000,0.176857844,0.823142156
Nam Định,2017,91,3118700000,3014000,3.6,5044,57.8,15.3,39.31,1081,1832,2393,3071,6707,6.204440333,109,1471700,316500,0.176993625,0.823006375
Nam Định,2018,102,3281600000,3383000,2.8,5475,57.9,15.9,37.28,1049,2213,2825,3703,7180,6.844613918,111,1460200,324100,0.181639859,0.818360141
Nam Định,2019,109,3506600000,3684000,2.3,5676,58.3,17.7,37.36,1142,2090,3171,4122,7930,6.943957968,113.8,1457100,323700,0.181772237,0.818227763
Nam Định,2020,121,3579500000,4096000,2,5982,56.8,20.1,37.71,1670,2759,3246,4206,8631,5.168263473,106.6,1420200,360100,0.202269281,0.79773072
Nam Định,2021,123,3659900000,4413000,1.8,6455,50.9,22,32.28,2416,3638,4157,4793,7085,2.932533113,118.7,1464700,371600,0.202363448,0.797636552
Ninh Bình,2011,23,747300000,1202000,10.9,2037,60.2,21.7,33.6,373,672,969,1375,2621,7.026809651,87.6,735300,172400,0.189930594,0.810069406
Ninh Bình,2013,34,1023500000,1696000,8.1,2046,62.2,27.2,35.22,551,944,1313,1897,3747,6.800362976,111.4,746600,180600,0.194779983,0.805220017
Ninh Bình,2014,38,1089800000,2215000,6.6,2227,62,26.1,36.92,727,1230,1764,2458,4936,6.78954608,117.4,751600,184200,0.196836931,0.803163069
Ninh Bình,2015,51,1206500000,2215000,5.5,2232,59.8,24.3,37.03,724,1226,1756,2444,4907,6.777624309,112.3,764100,184400,0.19441223,0.80558777
Ninh Bình,2016,57,1296700000,2899000,4.5,2562,60.3,27.4,37.41,970,1660,2260,3079,6579,6.782474227,101.9,767800,189000,0.197533445,0.802466555
Ninh Bình,2017,59,1266300000,2914000,3.9,3550,59.2,26.4,37.75,964,1660,2260,3079,6662,6.910788382,118.6,770400,195100,0.202071466,0.797928534
Ninh Bình,2018,68,1250200000,3777000,2.8,3950,59.5,27.4,37.97,1222,2008,2747,3595,9320,7.626841244,131.1,773400,201200,0.206443669,0.793556331
Ninh Bình,2019,74,1396600000,3997000,2.2,4277,58.8,28.9,37.26,1135,2335,3495,4363,8741,7.701321586,126.5,776700,207800,0.21107161,0.78892839
Ninh Bình,2020,80,1457400000,3904000,2.1,4610,56,30.2,36.63,1568,2762,3551,4444,7245,4.620535714,105.6,781300,212600,0.213904819,0.786095181
Ninh Bình,2021,89,1586300000,4282000,2,4745,47.8,31.7,32.59,1593,2888,3787,4738,8442,5.299435028,105.6,791100,216500,0.214867011,0.785132989
Hà Giang,2011,8,13300000,610000,45.5,657,62.3,10.8,32.25,259,347,452,583,1413,5.455598456,106.9,634000,112100,0.150247956,0.849752044
Hà Giang,2013,8,13300000,850000,33.8,737,64.5,9,34.21,349,440,574,833,2043,5.853868195,105.4,658700,117100,0.150940964,0.849059036
Hà Giang,2014,8,13300000,1121000,28.2,756,63.9,9.6,32.03,468,564,712,1104,2763,5.903846154,99.5,670200,118600,0.15035497,0.84964503
Hà Giang,2015,7,1029000000,1121000,24.2,730,61,9.5,31.73,468,564,713,1100,2751,5.878205128,101.2,685800,120900,0.14986984,0.85013016
Hà Giang,2016,7,10000000,1326000,39.8,812,64.1,9.8,33.96,555,662,807,1204,3414,6.151351351,109.4,697400,123000,0.149926865,0.850073135
Hà Giang,2017,9,11100000,1324000,36.9,1136,61.5,12.5,33.97,549,655,799,1199,3430,6.247723133,121.1,708500,125200,0.150173924,0.849826077
Hà Giang,2018,8,6600000,1725000,32.6,1138,62.7,13.8,35.74,695,791,983,1520,4668,6.716546763,112.8,718900,127600,0.150738334,0.849261666
Hà Giang,2019,6,4100000,1832000,29.1,1167,61.5,12.5,35.96,640,865,1253,1926,4498,7.028125,107.4,720900,137200,0.159888125,0.840111875
Hà Giang,2020,6,4200000,1835000,27,1224,60.3,12.8,36.1,624,885,1219,1784,4692,7.519230769,90.9,732300,137900,0.158469317,0.841530683
Hà Giang,2021,6,4100000,1933000,25,1248,39.5,19.5,36.15,611,836,1155,1823,5263,8.613747954,109.8,746800,140300,0.158155789,0.841844212
Cao Bằng,2011,12,26100000,749000,35.5,644,65.7,15,32.52,225,337,459,705,2013,8.946666667,124.3,410400,103600,0.20155642,0.79844358
Cao Bằng,2013,18,50200000,1054000,30.6,639,68.5,19.3,35.55,304,458,659,1083,2761,9.082236842,110.4,398100,119800,0.231318787,0.768681213
Cao Bằng,2014,18,50200000,1252000,27,613,68.3,20,33.83,351,535,782,1397,3213,9.153846154,110.9,399800,120300,0.231301673,0.768698327
Cao Bằng,2015,24,51200000,1252000,24.4,681,65.9,18.8,33.86,351,534,778,1384,3202,9.122507123,43.3,413300,108600,0.20808584,0.79191416
Cao Bằng,2016,26,72000000,1640000,37.3,659,67.6,19.8,34.32,479,639,902,1756,4437,9.263048017,122.7,412800,111500,0.212664505,0.787335495
Cao Bằng,2017,27,79900000,1643000,34.9,945,65.6,21,35.85,474,633,893,1756,4472,9.434599156,138.9,410900,115500,0.219414894,0.780585106
Cao Bằng,2018,21,60200000,1856000,31.5,998,65.9,20.6,35.99,506,644,978,2117,5082,10.04347826,126.3,408800,119900,0.226782675,0.773217326
Cao Bằng,2019,18,52400000,1975000,28.5,1067,65.3,20.8,36.23,484,677,1215,2475,5049,10.43181818,108.5,406300,124500,0.23455162,0.76544838
Cao Bằng,2020,17,36400000,2185000,26,1147,64.9,21.8,36.59,473,772,1220,2494,5982,12.64693446,105.7,397100,136000,0.255111611,0.744888389
Cao Bằng,2021,17,36400000,2273000,24.5,1182,29,24.7,33.6,410,792,1114,2565,6514,15.88780488,92.3,404000,138200,0.254887495,0.745112505
Bắc Kạn,2011,7,17900000,776000,28.6,457,66.4,13.8,36.66,255,389,536,800,1898,7.443137255,103.5,250300,48400,0.162035487,0.837964513
Bắc Kạn,2013,7,17900000,1142000,21.2,433,70.6,11.9,37.42,358,564,826,1217,2750,7.681564246,96.8,255500,49700,0.162844037,0.837155963
Bắc Kạn,2014,7,17900000,1203000,19,399,71.3,11.9,36.59,359,626,870,1422,2757,7.679665738,91.5,256700,50600,0.164659941,0.835340059
Bắc Kạn,2015,6,14300000,1216000,17.1,416,68.7,16.6,34.91,359,619,881,1428,2786,7.760445682,100.8,248200,57500,0.188092902,0.811907099
Bắc Kạn,2016,3,13000000,1404000,29.7,466,71.2,14.4,35.61,418,719,949,1651,3296,7.885167464,100.1,248300,59400,0.193045174,0.806954826
Bắc Kạn,2017,3,13000000,1401000,27.7,660,67.2,17.2,34.34,414,711,940,1651,3305,7.983091787,100.8,248500,61400,0.198128429,0.801871572
Bắc Kạn,2018,4,13200000,1945000,25.1,662,68.8,17.7,36.56,564,844,1323,2213,4805,8.519503546,113.8,248600,63500,0.203460429,0.796539571
Bắc Kạn,2019,4,6300000,2071000,22.5,612,66.5,16.1,37.26,547,803,1517,2607,4892,8.943327239,118,248700,65600,0.208717786,0.791282214
Bắc Kạn,2020,4,6300000,2192000,21.5,602,64.6,16.3,36.43,580,1051,1534,2498,5311,9.156896552,104.8,245000,71500,0.225908373,0.774091627
Bắc Kạn,2021,4,7900000,2125000,20.6,655,43.3,27,35.93,470,951,1379,2487,5348,11.3787234,107.1,250600,73100,0.225826383,0.774173618
Tuyên Quang,2011,9,118700000,887000,26.8,728,60.9,11,35.26,293,478,729,1027,1910,6.518771331,131.1,637000,95900,0.130850048,0.869149952
Tuyên Quang,2013,9,122800000,1162000,23.9,794,63.5,16.5,38.04,371,590,926,1375,2543,6.854447439,105.5,648000,99200,0.132762313,0.867237687
Tuyên Quang,2014,9,124900000,1570000,18.6,802,63.5,18.7,37.86,506,770,1192,1943,3458,6.833992095,105.2,652800,100900,0.133872894,0.866127106
Tuyên Quang,2015,6,164500000,1571000,14.7,819,61.9,20.7,36.55,506,771,1189,1934,3452,6.822134387,99.9,654200,102000,0.134884951,0.865115049
Tuyên Quang,2016,7,159000000,1757000,22,882,62.3,19.6,36.56,592,891,1308,1962,4045,6.83277027,83.8,659800,103600,0.135708672,0.864291328
Tuyên Quang,2017,8,161800000,1759000,19.6,1168,60.8,16.1,37.5,586,882,1306,1962,4071,6.947098976,109.4,665300,105200,0.136534718,0.863465282
Tuyên Quang,2018,9,186800000,2261000,17.5,1275,61,19.4,37.07,645,1227,1871,2814,4773,7.4,108.2,671500,106900,0.137332991,0.862667009
Tuyên Quang,2019,16,204100000,2437000,15.1,1329,61.5,20.7,36.89,694,1320,2089,2895,5224,7.527377522,107,677600,108600,0.138132791,0.861867209
Tuyên Quang,2020,17,217600000,2681000,12.9,1460,59.8,21.3,38.11,786,1456,2381,3028,5794,7.371501272,110,683300,109600,0.138226763,0.861773238
Tuyên Quang,2021,18,208800000,2872000,11.9,1590,45.7,23.1,36.94,811,1617,2663,3624,5697,7.024660912,111.9,690400,111300,0.138829986,0.861170014
Lào Cai,2011,36,857800000,819000,36.6,1022,58.9,13.2,35.11,280,409,537,751,2117,7.560714286,104.3,494200,143300,0.224784314,0.775215686
Lào Cai,2013,35,875100000,1085000,29.7,1197,61.3,16.2,34.4,346,477,658,1255,2687,7.765895954,124,506400,149500,0.227931087,0.772068913
Lào Cai,2014,35,876700000,1468000,25.3,1267,61.8,15.6,36.62,474,594,872,1702,3720,7.848101266,105.2,513200,152000,0.228502706,0.771497294
Lào Cai,2015,30,838600000,1468000,21.4,1345,61.4,16.4,35.73,474,593,868,1687,3706,7.818565401,112.1,527200,157200,0.22969024,0.77030976
Lào Cai,2016,29,572700000,1853000,26.4,1574,62.4,15.8,35.72,575,793,1209,2140,4568,7.944347826,123.3,536600,159800,0.229465824,0.770534176
Lào Cai,2017,30,580600000,1856000,23.9,2578,60.7,19.1,37,569,784,1204,2140,4604,8.091388401,117.1,546600,162000,0.228619814,0.771380186
Lào Cai,2018,30,580600000,2324000,20.5,2582,61,17.1,36.63,654,951,1621,2744,5686,8.694189602,114.4,553800,167000,0.231687014,0.768312986
Lào Cai,2019,30,576400000,2540000,17.2,2578,58.4,19.5,37.26,684,985,1817,3178,6087,8.899122807,118.8,561800,171500,0.233874267,0.766125733
Lào Cai,2020,31,578700000,2427000,15.4,2862,57.1,21,36.77,680,1005,1501,2832,6134,9.020588235,113,549200,197200,0.264201501,0.7357985
Lào Cai,2021,32,582600000,2515000,14.8,3052,49.4,24.6,34.1,761,1057,1556,2651,6586,8.654402102,101,560000,201900,0.264995406,0.735004594
Yên Bái,2011,18,37900000,844000,25.2,921,62.5,13.2,35.74,279,435,660,938,1904,6.82437276,110.7,610300,148300,0.195491695,0.804508305
Yên Bái,2013,22,123500000,1114000,23.5,986,64.1,13.7,37.59,366,545,763,1289,2603,7.112021858,112.3,622600,152000,0.196230312,0.803769688
Yên Bái,2014,23,139700000,1385000,21.4,933,64,13.8,36.07,438,684,1032,1576,3210,7.328767123,104.8,623100,160400,0.2047224,0.795277601
Yên Bái,2015,22,207400000,1386000,19.7,1059,62.8,16.9,32.95,438,682,1030,1571,3201,7.308219178,103.7,635100,158000,0.199218258,0.800781743
Yên Bái,2016,21,204100000,1802000,26.1,1096,64.3,15.8,34.68,571,845,1231,1931,4447,7.788091068,105.3,641100,159200,0.198925403,0.801074597
Yên Bái,2017,21,435800000,1805000,23.6,1423,63.1,16.6,34.38,565,837,1228,1931,4481,7.930973451,106.9,646800,160500,0.198810851,0.801189149
Yên Bái,2018,21,387600000,2289000,20.3,1513,63.6,20,36.88,673,976,1579,2627,5604,8.326894502,104.3,652700,161900,0.198747852,0.801252148
Yên Bái,2019,24,392000000,2458000,17.5,1609,63.2,17.5,36.12,731,935,1596,2799,6248,8.547195622,110.9,659800,163300,0.198396307,0.801603693
Yên Bái,2020,27,400500000,2522000,15.1,1726,62.3,19.1,36.97,646,956,1581,2958,6517,10.08823529,108.1,660000,171600,0.206349206,0.793650794
